,state,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
0,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - PLB0002,Shatabdi AC Seater 2+2,2024-07-17 00:25:00,05h 35m,2024-07-17 06:00:00,4.1,598,18
1,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - STD0080,Ordinary Non AC Seater 2+3,2024-07-17 00:35:00,07h 25m,2024-07-17 08:00:00,3.3,450,52
2,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - BRT0037,Ordinary Non AC Seater 2+3,2024-07-17 01:25:00,06h 35m,2024-07-17 08:00:00,3.3,449,52
3,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - KSB0043,Shatabdi AC Seater 2+2,2024-07-17 06:00:00,05h 30m,2024-07-17 11:30:00,2.6,598,37
4,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - BLY0150,Janrath AC Seater 2+2,2024-07-17 07:05:00,04h 40m,2024-07-17 11:45:00,3.3,598,36
5,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - BLY0145,Rajdhani Non AC Seater 2+3,2024-07-17 07:30:00,05h 00m,2024-07-17 12:30:00,3.3,448,52
6,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - RKD0052,Ordinary Non AC Seater 2+3,2024-07-17 08:00:00,05h 30m,2024-07-17 13:30:00,3.3,448,52
7,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - RKD0133,Janrath AC Seater 2+2,2024-07-17 08:15:00,05h 30m,2024-07-17 13:45:00,3.4,598,31
8,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - PLB0055,Rajdhani Non AC Seater 2+3,2024-07-17 08:30:00,05h 59m,2024-07-17 14:29:00,3.3,454,51
9,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - BLY0108,Janrath AC Seater 2+2,2024-07-17 09:02:00,04h 43m,2024-07-17 13:45:00,3.3,598,36
10,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - KSB0071,Shatabdi AC Seater 2+2,2024-07-17 09:32:00,05h 28m,2024-07-17 15:00:00,3.3,598,37
11,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - RKD0053,Ordinary Non AC Seater 2+3,2024-07-17 10:00:00,05h 30m,2024-07-17 15:30:00,3.3,448,52
12,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - RKD0110,Shatabdi AC Seater 2+2,2024-07-17 10:01:00,05h 00m,2024-07-17 15:01:00,4.3,598,37
13,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - RKD0112,Janrath AC Seater 2+2,2024-07-17 10:31:00,05h 30m,2024-07-17 16:01:00,4.4,598,35
14,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - KSB0035,Shatabdi AC Seater 2+2,2024-07-17 11:00:00,06h 00m,2024-07-17 17:00:00,4.4,598,35
15,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - BLY0147,Rajdhani Non AC Seater 2+3,2024-07-17 11:00:00,05h 00m,2024-07-17 16:00:00,3.3,448,52
16,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - RKD0114,Shatabdi AC Seater 2+2,2024-07-17 11:36:00,05h 30m,2024-07-17 17:06:00,2.7,598,37
17,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - BLY0152,Janrath AC Seater 2+2,2024-07-17 12:01:00,04h 29m,2024-07-17 16:30:00,3.3,598,36
18,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - PLB0073,Shatabdi AC Seater 2+2,2024-07-17 12:30:00,06h 31m,2024-07-17 19:01:00,3.3,598,37
19,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - RKD0086,Ordinary Non AC Seater 2+3,2024-07-17 12:30:00,06h 00m,2024-07-17 18:30:00,3.3,448,52
20,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - BLY0151,Janrath AC Seater 2+2,2024-07-17 12:59:00,04h 46m,2024-07-17 17:45:00,3.3,598,35
21,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - RKD0083,Ordinary Non AC Seater 2+3,2024-07-17 13:11:00,05h 50m,2024-07-17 19:01:00,3.3,448,52
22,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - BLY0101,Shatabdi AC Seater 2+2,2024-07-17 13:31:00,04h 59m,2024-07-17 18:30:00,3.6,598,37
23,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - NDD0234,Ordinary Non AC Seater 2+3,2024-07-17 13:58:00,06h 32m,2024-07-17 20:30:00,3.3,418,52
24,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - BLY0103,Shatabdi AC Seater 2+2,2024-07-17 14:01:00,04h 59m,2024-07-17 19:00:00,4.0,598,37
25,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - BRT0064,Ordinary Non AC Seater 2+3,2024-07-17 14:25:00,06h 35m,2024-07-17 21:00:00,3.3,448,52
26,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - PLB0001,Shatabdi AC Seater 2+2,2024-07-17 14:30:00,05h 30m,2024-07-17 20:00:00,4.1,598,37
27,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - KSB0052,Shatabdi AC Seater 2+2,2024-07-17 15:00:00,06h 00m,2024-07-17 21:00:00,1.3,598,37
28,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - BRT0065,Ordinary Non AC Seater 2+3,2024-07-17 15:25:00,06h 35m,2024-07-17 22:00:00,3.3,448,52
29,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - RKD0139,Shatabdi AC Seater 2+2,2024-07-17 15:30:00,05h 00m,2024-07-17 20:30:00,2.8,598,37
30,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - RKD0089,Ordinary Non AC Seater 2+3,2024-07-17 16:01:00,07h 58m,2024-07-17 23:59:00,3.3,476,52
31,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - RKD0119,Shatabdi AC Seater 2+2,2024-07-17 16:16:00,05h 00m,2024-07-17 21:16:00,3.2,598,37
32,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - KSB0010,Volvo AC Seater 2+2,2024-07-17 17:00:00,05h 30m,2024-07-17 22:30:00,4.5,844,38
33,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - RKD0130,Janrath AC Seater 2+3,2024-07-17 17:31:00,05h 00m,2024-07-17 22:31:00,2.4,520,48
34,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - SRG0099,Ordinary Non AC Seater 2+3,2024-07-17 17:50:00,06h 59m,2024-07-17 00:49:00,3.3,418,52
35,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - BLY0111,Janrath AC Seater 2+2,2024-07-17 19:01:00,04h 44m,2024-07-17 23:45:00,3.2,598,36
36,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - HDD0063,Ordinary Non AC Seater 2+3,2024-07-17 19:39:00,05h 24m,2024-07-17 01:03:00,3.3,415,52
37,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - RKD0128,Janrath AC Seater 2+2,2024-07-17 20:01:00,05h 00m,2024-07-17 01:01:00,4.1,598,36
38,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - BRT0007,Ordinary Non AC Seater 2+3,2024-07-17 21:25:00,06h 35m,2024-07-17 04:00:00,3.3,448,52
39,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - STD0354,Ordinary Non AC Seater 2+3,2024-07-17 21:27:00,06h 15m,2024-07-17 03:42:00,3.3,448,52
40,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - BLY0139,Janrath AC Seater 2+2,2024-07-17 21:31:00,05h 59m,2024-07-17 03:30:00,3.1,598,36
41,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - LNI0017,Rajdhani Non AC Seater 2+3,2024-07-17 21:31:00,05h 29m,2024-07-17 03:00:00,3.3,418,51
42,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - RKD0121,Shatabdi AC Seater 2+2,2024-07-17 22:01:00,05h 00m,2024-07-17 03:01:00,3.2,598,37
43,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - STD0163,Ordinary Non AC Seater 2+3,2024-07-17 22:09:00,07h 16m,2024-07-17 05:25:00,3.3,448,52
44,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - KSB0008,Shatabdi AC Seater 2+2,2024-07-17 22:30:00,06h 15m,2024-07-17 04:45:00,3.2,598,37
45,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - HDD0005,Janrath AC Seater 2+2,2024-07-17 22:45:00,06h 45m,2024-07-17 05:30:00,3.3,602,36
46,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - KSB0028,Shatabdi AC Seater 2+2,2024-07-17 22:45:00,06h 15m,2024-07-17 05:00:00,3.9,598,35
47,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - LKM0022,Shatabdi AC Seater 2+2,2024-07-17 23:00:00,05h 47m,2024-07-17 04:47:00,3.3,604,37
48,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - STD0296,Ordinary Non AC Seater 2+3,2024-07-17 23:13:00,07h 18m,2024-07-17 06:31:00,0.0,448,52
49,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - STD0356,Ordinary Non AC Seater 2+3,2024-07-17 23:18:00,06h 45m,2024-07-17 06:03:00,0.0,448,52
50,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - KSB0012,Volvo AC Seater 2+2,2024-07-17 23:25:00,05h 30m,2024-07-17 04:55:00,4.6,844,39
51,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - AWD0224,Shatabdi AC Seater 2+2,2024-07-17 23:30:00,05h 30m,2024-07-17 05:00:00,3.3,598,34
52,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - RKD0050,Shatabdi AC Seater 2+2,2024-07-17 23:30:00,05h 30m,2024-07-17 05:00:00,2.5,598,37
53,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - STD0144,Ordinary Non AC Seater 2+3,2024-07-17 23:36:00,06h 40m,2024-07-17 06:16:00,3.3,418,52
54,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - BLY0105,Shatabdi AC Seater 2+2,2024-07-17 23:51:00,04h 54m,2024-07-17 04:45:00,3.5,598,37
55,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - RKD0126,Shatabdi AC Seater 2+2,2024-07-17 23:58:00,05h 02m,2024-07-17 05:00:00,2.4,598,37
56,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - LKM0024,Ordinary Non AC Seater 2+3,2024-07-17 23:59:00,06h 01m,2024-07-17 06:00:00,3.3,422,40
57,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,UPSRTC - LKM0028,Shatabdi AC Seater 2+2,2024-07-17 23:59:00,06h 02m,2024-07-17 06:01:00,3.3,604,37
58,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),2024-07-17 17:00:00,06h 20m,2024-07-17 23:20:00,3.1,649,35
59,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),2024-07-17 19:00:00,06h 10m,2024-07-17 01:10:00,3.3,599,31
60,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,New Khaira Transport,A/C Seater / Sleeper (2+1),2024-07-17 23:45:00,05h 15m,2024-07-17 05:00:00,3.3,700,21
61,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Rahul Travels,AshokLeyland Stile A/C,2024-07-17 22:30:00,06h 30m,2024-07-17 05:00:00,2.5,826,20
62,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Rahul Travels,AshokLeyland Stile A/C,2024-07-17 23:10:00,06h 00m,2024-07-17 05:10:00,3.0,826,28
63,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,New Khaira TPT,AC Sleeper (2+1),2024-07-17 23:15:00,05h 45m,2024-07-17 05:00:00,3.9,800,8
64,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,SHRI RAM TRAVELS,A/C Seater (2+2),2024-07-17 16:15:00,05h 00m,2024-07-17 21:15:00,4.0,740,19
65,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,SHRI RAM TRAVELS,A/C Seater (2+2),2024-07-17 15:30:00,05h 30m,2024-07-17 21:00:00,2.3,705,16
66,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Jaiswal Holidays,A/C Seater/Sleeper (2+1),2024-07-17 22:21:00,06h 20m,2024-07-17 04:41:00,2.9,1200,6
67,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Jaiswal Holidays,A/C Sleeper (2+1),2024-07-17 22:40:00,05h 50m,2024-07-17 04:30:00,2.9,1000,7
68,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,SHRI RAM TRAVELS,A/C Seater (2+2),2024-07-17 23:59:00,05h 31m,2024-07-17 05:30:00,2.9,705,15
69,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Jaiswal Tour and Travels,A/C Seater/Sleeper (2+1),2024-07-17 22:15:00,05h 45m,2024-07-17 04:00:00,2.8,700,45
70,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Jaiswal Tour and Travels,A/C Sleeper (2+1),2024-07-17 22:50:00,05h 45m,2024-07-17 04:35:00,2.8,800,30
71,UPSRTC,Bareilly to Delhi,https://www.redbus.in/bus-tickets/bareilly-to-delhi,Jaiswal Tour and Travels,A/C Sleeper (2+1),2024-07-17 00:15:00,04h 45m,2024-07-17 05:00:00,2.8,1400,3
72,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - BDV0082,Ordinary Non AC Seater 2+3,2024-07-17 04:28:00,03h 24m,2024-07-17 07:52:00,3.3,203,52
73,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - ALI0005,Janrath AC Seater 2+3,2024-07-17 05:30:00,02h 30m,2024-07-17 08:00:00,4.2,263,41
74,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - ALI0173,Janrath AC Seater 2+2,2024-07-17 05:59:00,03h 01m,2024-07-17 09:00:00,3.3,304,21
75,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - BDV0172,Janrath AC Seater 2+2,2024-07-17 06:59:00,03h 00m,2024-07-17 09:59:00,3.3,304,30
76,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - BDV0086,Ordinary Non AC Seater 2+3,2024-07-17 07:13:00,03h 20m,2024-07-17 10:33:00,3.3,203,52
77,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - BDV0104,Ordinary Non AC Seater 2+3,2024-07-17 07:30:00,03h 20m,2024-07-17 10:50:00,0.0,203,52
78,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - BDV0112,Ordinary Non AC Seater 2+3,2024-07-17 07:59:00,03h 21m,2024-07-17 11:20:00,0.0,203,52
79,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - ALI0008,Janrath AC Seater 2+2,2024-07-17 08:00:00,03h 00m,2024-07-17 11:00:00,3.4,304,24
80,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - ALI0056,Ordinary Non AC Seater 2+3,2024-07-17 08:20:00,02h 55m,2024-07-17 11:15:00,3.3,203,51
81,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - ALI0052,Ordinary Non AC Seater 2+3,2024-07-17 08:39:00,03h 01m,2024-07-17 11:40:00,3.3,203,52
82,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - ALI0053,Ordinary Non AC Seater 2+3,2024-07-17 09:10:00,03h 00m,2024-07-17 12:10:00,3.3,203,52
83,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - ALI0054,Ordinary Non AC Seater 2+3,2024-07-17 09:40:00,03h 00m,2024-07-17 12:40:00,3.3,203,52
84,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - ALI0055,Ordinary Non AC Seater 2+3,2024-07-17 09:55:00,03h 00m,2024-07-17 12:55:00,3.3,203,52
85,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - BDV0090,Ordinary Non AC Seater 2+3,2024-07-17 09:58:00,03h 20m,2024-07-17 13:18:00,0.0,203,52
86,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - BDV0094,Ordinary Non AC Seater 2+3,2024-07-17 10:28:00,03h 20m,2024-07-17 13:48:00,0.0,203,52
87,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - BDV0026,Ordinary Non AC Seater 2+3,2024-07-17 10:45:00,03h 00m,2024-07-17 13:45:00,3.3,203,52
88,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - BDV0106,Ordinary Non AC Seater 2+3,2024-07-17 11:05:00,03h 20m,2024-07-17 14:25:00,0.0,203,52
89,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - BDV0084,Ordinary Non AC Seater 2+3,2024-07-17 12:28:00,03h 20m,2024-07-17 15:48:00,0.0,203,52
90,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - BDV0098,Ordinary Non AC Seater 2+3,2024-07-17 12:30:00,03h 20m,2024-07-17 15:50:00,0.0,203,52
91,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - ALI0007,Janrath AC Seater 2+3,2024-07-17 12:30:00,03h 00m,2024-07-17 15:30:00,4.0,263,48
92,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - ALI0175,Janrath AC Seater 2+2,2024-07-17 12:59:00,03h 01m,2024-07-17 16:00:00,3.3,304,36
93,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - BDV0174,Janrath AC Seater 2+2,2024-07-17 13:59:00,03h 00m,2024-07-17 16:59:00,0.0,304,35
94,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - ALI0010,Janrath AC Seater 2+2,2024-07-17 15:00:00,03h 00m,2024-07-17 18:00:00,2.4,304,33
95,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - BDV0088,Ordinary Non AC Seater 2+3,2024-07-17 15:28:00,03h 20m,2024-07-17 18:48:00,0.0,203,52
96,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - BDV0110,Ordinary Non AC Seater 2+3,2024-07-17 15:29:00,03h 48m,2024-07-17 19:17:00,3.3,203,52
97,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - BDV0102,Ordinary Non AC Seater 2+3,2024-07-17 15:30:00,03h 20m,2024-07-17 18:50:00,3.3,203,52
98,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - BDV0092,Ordinary Non AC Seater 2+3,2024-07-17 17:59:00,03h 19m,2024-07-17 21:18:00,3.3,203,52
99,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - BDV0096,Ordinary Non AC Seater 2+3,2024-07-17 18:29:00,03h 20m,2024-07-17 21:49:00,0.0,203,52
100,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - BDV0108,Ordinary Non AC Seater 2+3,2024-07-17 20:28:00,03h 21m,2024-07-17 23:49:00,0.0,203,52
101,UPSRTC,Aligarh (uttar pradesh) to Delhi,https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-delhi,UPSRTC - BDV0100,Ordinary Non AC Seater 2+3,2024-07-17 20:30:00,03h 20m,2024-07-17 23:50:00,3.3,203,52
102,UPSRTC,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - STD0051,Ordinary Non AC Seater 2+3,2024-07-17 05:30:00,06h 00m,2024-07-17 11:30:00,3.3,413,52
103,UPSRTC,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - BLY0112,Janrath AC Seater 2+2,2024-07-17 05:31:00,04h 44m,2024-07-17 10:15:00,3.4,598,34
104,UPSRTC,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - STD0161,Ordinary Non AC Seater 2+3,2024-07-17 06:00:00,07h 16m,2024-07-17 13:16:00,3.3,448,52
105,UPSRTC,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - RKD0129,Janrath AC Seater 2+2,2024-07-17 06:01:00,05h 00m,2024-07-17 11:01:00,2.2,598,35
106,UPSRTC,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - STD0052,Ordinary Non AC Seater 2+3,2024-07-17 06:15:00,06h 11m,2024-07-17 12:26:00,3.3,418,52
107,UPSRTC,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - STD0048,Ordinary Non AC Seater 2+3,2024-07-17 06:30:00,06h 11m,2024-07-17 12:41:00,3.3,418,52
108,UPSRTC,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - NDD0233,Ordinary Non AC Seater 2+3,2024-07-17 06:58:00,06h 02m,2024-07-17 13:00:00,3.3,436,52
109,UPSRTC,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - STD0056,Ordinary Non AC Seater 2+3,2024-07-17 07:00:00,07h 21m,2024-07-17 14:21:00,3.3,418,52
110,UPSRTC,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - KSB0007,Shatabdi AC Seater 2+2,2024-07-17 07:00:00,05h 50m,2024-07-17 12:50:00,2.3,598,37
111,UPSRTC,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - STD0304,Ordinary Non AC Seater 2+3,2024-07-17 07:10:00,07h 22m,2024-07-17 14:32:00,0.0,448,52
112,UPSRTC,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - STD0360,Ordinary Non AC Seater 2+3,2024-07-17 07:42:00,06h 54m,2024-07-17 14:36:00,0.0,448,52
113,UPSRTC,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - RKD0132,Shatabdi AC Seater 2+2,2024-07-17 07:51:00,05h 10m,2024-07-17 13:01:00,3.9,598,37
114,UPSRTC,Delhi to Bareilly,https://www.redbus.in/bus-tickets/delhi-to-bareilly,UPSRTC - STD0361,Ordinary Non AC Seater 2+3,2024-07-17 08:00:00,06h 31m,2024-07-17 14:31:00,3.3,448,52
