,state,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
795,UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - STD0241,Ordinary Non AC Seater 2+3,2024-07-17 04:30:00,11h 19m,2024-07-17 15:49:00,3.3,697,52
796,UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - STD0051,Ordinary Non AC Seater 2+3,2024-07-17 05:30:00,10h 25m,2024-07-17 15:55:00,3.3,666,52
797,UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - STD0161,Ordinary Non AC Seater 2+3,2024-07-17 06:00:00,12h 07m,2024-07-17 18:07:00,3.3,697,52
798,UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - STD0052,Ordinary Non AC Seater 2+3,2024-07-17 06:15:00,10h 25m,2024-07-17 16:40:00,3.3,666,52
799,UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - STD0056,Ordinary Non AC Seater 2+3,2024-07-17 07:00:00,12h 05m,2024-07-17 19:05:00,3.3,666,52
800,UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - STD0304,Ordinary Non AC Seater 2+3,2024-07-17 07:10:00,10h 54m,2024-07-17 18:04:00,3.3,697,52
801,UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - STD0361,Ordinary Non AC Seater 2+3,2024-07-17 08:00:00,10h 04m,2024-07-17 18:04:00,0.0,697,52
802,UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - STD0374,Ordinary Non AC Seater 2+3,2024-07-17 08:30:00,11h 15m,2024-07-17 19:45:00,3.3,697,52
803,UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - STD0071,Janrath AC Seater 2+2,2024-07-17 09:02:00,10h 28m,2024-07-17 19:30:00,4.3,955,34
804,UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - BRT0061,Ordinary Non AC Seater 2+3,2024-07-17 12:30:00,11h 20m,2024-07-17 23:50:00,3.3,697,52
805,UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - BRT0062,Ordinary Non AC Seater 2+3,2024-07-17 13:30:00,11h 15m,2024-07-17 00:45:00,3.3,697,52
806,UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - STD0053,Ordinary Non AC Seater 2+3,2024-07-17 14:00:00,10h 45m,2024-07-17 00:45:00,3.3,724,52
807,UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - STD0054,Ordinary Non AC Seater 2+3,2024-07-17 16:00:00,10h 45m,2024-07-17 02:45:00,3.3,724,52
808,UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - STD0147,Ordinary Non AC Seater 2+3,2024-07-17 16:00:00,11h 51m,2024-07-17 03:51:00,3.3,697,52
809,UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - BRT0036,Ordinary Non AC Seater 2+3,2024-07-17 17:00:00,11h 15m,2024-07-17 04:15:00,3.3,698,52
810,UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - AWD0225,Shatabdi AC Seater 2+2,2024-07-17 17:30:00,09h 45m,2024-07-17 03:15:00,3.3,955,37
811,UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - SBD0030,Pink Express AC Seater 2+2,2024-07-17 19:00:00,10h 00m,2024-07-17 05:00:00,3.0,955,41
812,UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - AWD0240,Janrath AC Seater 2+3,2024-07-17 20:02:00,09h 28m,2024-07-17 05:30:00,3.3,827,47
813,UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - SBD0032,Pink Express AC Seater 2+2,2024-07-17 21:30:00,09h 45m,2024-07-17 07:15:00,2.5,955,41
814,UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,UPSRTC - SBD0092,Janrath AC Seater 2+2,2024-07-17 22:30:00,08h 15m,2024-07-17 06:45:00,2.8,955,36
815,UPSRTC,Delhi to Sitapur (Uttar Pradesh),https://www.redbus.in/bus-tickets/delhi-to-sitapur,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),2024-07-17 22:15:00,08h 15m,2024-07-17 06:30:00,3.9,799,32
816,UPSRTC,Bareilly to Agra,https://www.redbus.in/bus-tickets/bareilly-to-agra,UPSRTC - BLY0064,Ordinary Non AC Seater 2+3,2024-07-17 05:30:00,05h 00m,2024-07-17 10:30:00,3.3,323,52
817,UPSRTC,Bareilly to Agra,https://www.redbus.in/bus-tickets/bareilly-to-agra,UPSRTC - RKD0054,Ordinary Non AC Seater 2+3,2024-07-17 06:01:00,06h 00m,2024-07-17 12:01:00,3.3,323,50
818,UPSRTC,Bareilly to Agra,https://www.redbus.in/bus-tickets/bareilly-to-agra,UPSRTC - BLY0069,Ordinary Non AC Seater 2+3,2024-07-17 07:00:00,05h 00m,2024-07-17 12:00:00,3.3,323,52
819,UPSRTC,Bareilly to Agra,https://www.redbus.in/bus-tickets/bareilly-to-agra,UPSRTC - RKD0077,Ordinary Non AC Seater 2+3,2024-07-17 08:00:00,06h 00m,2024-07-17 14:00:00,3.3,323,52
820,UPSRTC,Bareilly to Agra,https://www.redbus.in/bus-tickets/bareilly-to-agra,UPSRTC - BLY0135,Janrath AC Seater 2+3,2024-07-17 09:01:00,05h 59m,2024-07-17 15:00:00,3.7,417,44
821,UPSRTC,Bareilly to Agra,https://www.redbus.in/bus-tickets/bareilly-to-agra,UPSRTC - BLY0133,Janrath AC Seater 2+2,2024-07-17 14:32:00,05h 28m,2024-07-17 20:00:00,3.4,486,34
822,UPSRTC,Bareilly to Agra,https://www.redbus.in/bus-tickets/bareilly-to-agra,UPSRTC - AGF0050,Shatabdi AC Seater 2+2,2024-07-17 22:46:00,05h 59m,2024-07-17 04:45:00,3.0,486,41
823,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AYD0022,Ordinary Non AC Seater 2+3,2024-07-17 04:30:00,06h 15m,2024-07-17 10:45:00,3.3,527,52
824,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AYD0028,Ordinary Non AC Seater 2+3,2024-07-17 04:32:00,07h 43m,2024-07-17 12:15:00,3.3,563,52
825,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - SLP0013,Ordinary Non AC Seater 2+3,2024-07-17 05:30:00,07h 00m,2024-07-17 12:30:00,3.3,532,52
826,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - TAJ0023,Janrath AC Seater 2+2,2024-07-17 06:00:00,05h 50m,2024-07-17 11:50:00,2.6,760,36
827,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AGF0010,Rajdhani Non AC Seater 2+3,2024-07-17 06:20:00,06h 00m,2024-07-17 12:20:00,3.3,527,51
828,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - TAJ0002,Janrath AC Seater 2+2,2024-07-17 08:05:00,05h 43m,2024-07-17 13:48:00,2.6,760,36
829,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - TAJ0003,Janrath AC Seater 2+2,2024-07-17 09:01:00,05h 46m,2024-07-17 14:47:00,2.2,760,36
830,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - GKD0130,Shatabdi AC Seater 2+2,2024-07-17 09:30:00,07h 00m,2024-07-17 16:30:00,3.3,812,41
831,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AGF0009,Ordinary Non AC Seater 2+3,2024-07-17 09:30:00,05h 30m,2024-07-17 15:00:00,3.3,527,51
832,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - TAJ0005,Pink Express AC Seater 2+2,2024-07-17 10:01:00,05h 50m,2024-07-17 15:51:00,3.6,760,41
833,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AGF0011,Rajdhani Non AC Seater 2+3,2024-07-17 10:30:00,06h 00m,2024-07-17 16:30:00,3.3,527,51
834,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - ALI0065,Janrath AC Seater 2+2,2024-07-17 11:00:00,05h 30m,2024-07-17 16:30:00,3.3,760,36
835,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - ALI0161,Janrath AC Seater 2+2,2024-07-17 11:00:00,05h 45m,2024-07-17 16:45:00,0.0,760,36
836,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AGF0046,Ordinary Non AC Seater 2+3,2024-07-17 11:10:00,05h 50m,2024-07-17 17:00:00,3.3,527,51
837,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AWD0096,Janrath AC Seater 2+2,2024-07-17 12:00:00,06h 00m,2024-07-17 18:00:00,4.1,760,36
838,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AGF0014,Ordinary Non AC Seater 2+3,2024-07-17 12:30:00,06h 00m,2024-07-17 18:30:00,3.3,527,51
839,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - TAJ0007,Janrath AC Seater 2+2,2024-07-17 13:00:00,05h 49m,2024-07-17 18:49:00,4.4,760,36
840,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - CBG0010,Pink Express AC Seater 2+2,2024-07-17 13:30:00,06h 00m,2024-07-17 19:30:00,2.5,760,41
841,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - UNG0054,Ordinary Non AC Seater 2+3,2024-07-17 14:01:00,06h 01m,2024-07-17 20:02:00,3.3,527,52
842,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - CBG0012,Janrath AC Seater 2+2,2024-07-17 14:30:00,06h 00m,2024-07-17 20:30:00,4.8,760,36
843,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - MTH0002,Ordinary Non AC Seater 2+3,2024-07-17 14:30:00,06h 30m,2024-07-17 21:00:00,3.3,527,52
844,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - CBG0006,Janrath AC Seater 2+2,2024-07-17 15:30:00,06h 02m,2024-07-17 21:32:00,4.1,760,36
845,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - TAJ0009,Pink Express AC Seater 2+2,2024-07-17 16:30:00,05h 34m,2024-07-17 22:04:00,3.9,760,40
846,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AWD0081,Pink Express AC Seater 2+2,2024-07-17 18:00:00,05h 59m,2024-07-17 23:59:00,1.9,760,41
847,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - CBG0033,Ordinary Non AC Seater 2+3,2024-07-17 18:30:00,07h 45m,2024-07-17 02:15:00,3.3,429,51
848,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AGF0008,Rajdhani Non AC Seater 2+3,2024-07-17 20:00:00,06h 00m,2024-07-17 02:00:00,3.3,527,51
849,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AWD0010,Janrath AC Seater 2+2,2024-07-17 20:00:00,06h 13m,2024-07-17 02:13:00,3.3,760,36
850,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - MTH0003,Rajdhani Non AC Seater 2+3,2024-07-17 20:30:00,05h 05m,2024-07-17 01:35:00,3.3,527,51
851,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - BDV0079,Janrath AC Seater 2+2,2024-07-17 20:30:00,05h 00m,2024-07-17 01:30:00,3.3,760,36
852,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - CBG0014,Pink Express AC Seater 2+2,2024-07-17 21:00:00,06h 00m,2024-07-17 03:00:00,3.3,760,41
853,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - MTH0022,Ordinary Non AC Seater 2+3,2024-07-17 22:00:00,05h 30m,2024-07-17 03:30:00,3.3,527,52
854,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AWD0024,Pink Express AC Seater 2+2,2024-07-17 22:00:00,06h 13m,2024-07-17 04:13:00,3.0,760,41
855,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - AWD0199,Pink Express AC Seater 2+2,2024-07-17 22:30:00,05h 30m,2024-07-17 04:00:00,3.7,760,39
856,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - HTR0132,Ordinary Non AC Seater 2+3,2024-07-17 23:00:00,05h 30m,2024-07-17 04:30:00,3.3,527,52
857,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - CBG0137,Ordinary Non AC Seater 2+3,2024-07-17 23:30:00,05h 30m,2024-07-17 05:00:00,3.3,527,52
858,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,UPSRTC - BDV0077,Janrath AC Seater 2+2,2024-07-17 23:59:00,05h 01m,2024-07-17 05:00:00,3.3,760,36
859,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,RSRTC - 192993,A/C Seater / Sleeper (2+1),2024-07-17 23:30:00,04h 50m,2024-07-17 04:20:00,2.8,891,33
860,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Raj Kalpana Travels Pvt.ltd.,VE A/C Seater (2+2),2024-07-17 14:30:00,04h 30m,2024-07-17 19:00:00,4.3,699,36
861,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Laxmi holidays,VE A/C Seater / Sleeper (2+1),2024-07-17 23:40:00,04h 40m,2024-07-17 04:20:00,4.8,855,42
862,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,BT Travels,VE A/C Seater / Sleeper (2+1),2024-07-17 15:20:00,03h 50m,2024-07-17 19:10:00,4.2,522,32
863,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,VE A/C Seater / Sleeper (2+1),2024-07-17 12:30:00,04h 20m,2024-07-17 16:50:00,4.6,339,25
864,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 23:55:00,05h 05m,2024-07-17 05:00:00,4.1,570,46
865,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Anshi Rajshree Travels,Bharat Benz A/C Sleeper (2+1),2024-07-17 01:25:00,05h 50m,2024-07-17 07:15:00,4.7,664,36
866,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-07-17 23:55:00,04h 40m,2024-07-17 04:35:00,4.8,993,33
867,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),2024-07-17 23:59:00,05h 16m,2024-07-17 05:15:00,4.1,1139,36
868,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 03:20:00,04h 15m,2024-07-17 07:35:00,4.7,360,16
869,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Goyal Travels,A/C Seater / Sleeper (2+1),2024-07-17 19:00:00,05h 40m,2024-07-17 00:40:00,2.9,500,27
870,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),2024-07-17 23:35:00,05h 20m,2024-07-17 04:55:00,4.7,999,36
871,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Sethi Yatra Company,A/C Seater / Sleeper (2+1),2024-07-17 03:25:00,05h 10m,2024-07-17 08:35:00,4.7,710,3
872,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,R S YADAV SMART BUS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),2024-07-17 21:40:00,03h 50m,2024-07-17 01:30:00,5.0,699,34
873,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),2024-07-17 23:45:00,04h 15m,2024-07-17 04:00:00,3.6,798,37
874,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Sethi Yatra Company,A/C Seater / Sleeper (2+1),2024-07-17 01:20:00,05h 00m,2024-07-17 06:20:00,3.9,1200,2
875,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-07-17 02:45:00,04h 45m,2024-07-17 07:30:00,3.4,379,17
876,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 02:20:00,04h 55m,2024-07-17 07:15:00,3.6,379,25
877,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Sethi Yatra Company,A/C Seater (2+2),2024-07-17 00:10:00,05h 40m,2024-07-17 05:50:00,3.5,751,26
878,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Anshi Raj Shree Travels,Bharat Benz A/C Sleeper (2+1),2024-07-17 20:15:00,04h 45m,2024-07-17 01:00:00,3.1,1139,36
879,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),2024-07-17 20:00:00,04h 45m,2024-07-17 00:45:00,3.1,799,38
880,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,R S YADAV SMART BUS PRIVATE LIMITED,A/C Seater / Sleeper (2+2),2024-07-17 21:35:00,03h 50m,2024-07-17 01:25:00,3.4,799,59
881,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Raj Kalpana Travels Pvt.Ltd,A/C Sleeper (2+1),2024-07-17 20:15:00,03h 45m,2024-07-17 00:00:00,2.7,1000,29
882,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,VE A/C Seater / Sleeper (2+1),2024-07-17 23:00:00,05h 15m,2024-07-17 04:15:00,4.6,699,32
883,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,A/C Seater/Sleeper (2+1),2024-07-17 22:00:00,05h 15m,2024-07-17 03:15:00,4.6,699,29
884,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,A/C Seater/Sleeper (2+1),2024-07-17 23:30:00,05h 15m,2024-07-17 04:45:00,4.6,479,31
885,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,VE A/C Seater / Sleeper (2+1),2024-07-17 01:40:00,04h 50m,2024-07-17 06:30:00,4.6,399,26
886,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,VE A/C Sleeper (2+1),2024-07-17 21:00:00,04h 10m,2024-07-17 01:10:00,4.6,999,30
887,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,VE A/C Seater / Sleeper (2+1),2024-07-17 23:55:00,05h 05m,2024-07-17 05:00:00,4.6,999,32
888,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,VE A/C Seater / Sleeper (2+1),2024-07-17 23:00:00,04h 10m,2024-07-17 03:10:00,4.6,699,34
889,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,VE A/C Seater / Sleeper (2+1),2024-07-17 00:25:00,05h 05m,2024-07-17 05:30:00,4.6,799,17
890,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,VE A/C Seater / Sleeper (2+1),2024-07-17 22:00:00,04h 10m,2024-07-17 02:10:00,4.6,699,27
891,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Gola Bus Service,VE A/C Seater / Sleeper (2+1),2024-07-17 00:55:00,05h 05m,2024-07-17 06:00:00,4.6,499,29
892,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-07-17 02:05:00,04h 55m,2024-07-17 07:00:00,4.4,398,12
893,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),2024-07-17 23:55:00,04h 05m,2024-07-17 04:00:00,4.4,1091,31
894,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 21:55:00,05h 05m,2024-07-17 03:00:00,4.4,570,45
895,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),2024-07-17 00:45:00,04h 15m,2024-07-17 05:00:00,4.4,599,17
896,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 00:50:00,05h 15m,2024-07-17 06:05:00,4.4,725,18
897,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-07-17 03:15:00,04h 45m,2024-07-17 08:00:00,4.4,399,17
898,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 02:10:00,04h 45m,2024-07-17 06:55:00,4.4,397,26
899,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 03:10:00,05h 05m,2024-07-17 08:15:00,4.4,379,23
900,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,A/C Semi Sleeper / Sleeper (2+1),2024-07-17 01:50:00,04h 45m,2024-07-17 06:35:00,4.4,1465,44
901,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-07-17 02:25:00,05h 05m,2024-07-17 07:30:00,4.4,360,21
902,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-07-17 01:45:00,04h 30m,2024-07-17 06:15:00,4.4,401,11
903,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-07-17 01:20:00,04h 55m,2024-07-17 06:15:00,4.4,369,14
904,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,Bharat Benz A/C Sleeper (2+1),2024-07-17 00:15:00,04h 30m,2024-07-17 04:45:00,4.4,699,11
905,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Metro Travels,A/C Sleeper (2+1),2024-07-17 23:45:00,04h 15m,2024-07-17 04:00:00,0.0,1099,36
906,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,SHRI SIDDHI TRAVELS,A/C Seater / Sleeper (2+2),2024-07-17 21:16:00,04h 30m,2024-07-17 01:46:00,0.0,1190,60
907,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 01:50:00,04h 55m,2024-07-17 06:45:00,4.4,342,7
908,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-07-17 22:35:00,04h 30m,2024-07-17 03:05:00,4.4,848,37
909,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,Laxmi holidays,VE A/C Seater / Sleeper (2+1),2024-07-17 01:44:00,06h 31m,2024-07-17 08:15:00,4.4,570,27
910,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),2024-07-17 02:25:00,04h 35m,2024-07-17 07:00:00,4.4,339,9
911,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-07-17 22:55:00,04h 55m,2024-07-17 03:50:00,4.4,806,35
912,UPSRTC,Agra to Lucknow,https://www.redbus.in/bus-tickets/agra-to-lucknow,IntrCity SmartBus,A/C Seater / Sleeper (2+1),2024-07-17 22:10:00,05h 30m,2024-07-17 03:40:00,4.4,933,31
