,ID,state,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
4279,4280,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,SAIRAJ TRAVELS,NON A/C Seater (2+2),2024-07-17 22:15:00,05h 15m,2024-07-17 03:30:00,4.8,450.00,12
4280,4281,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,SAIRAJ TRAVELS,A/C Seater / Sleeper (2+1),2024-07-17 22:15:00,05h 15m,2024-07-17 03:30:00,4.8,560.00,12
4281,4282,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Morning Star Travels,A/C Sleeper (2+1),2024-07-17 22:25:00,05h 10m,2024-07-17 03:35:00,3.8,750.00,12
4282,4283,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Morning Star Travels,A/C Sleeper (2+1),2024-07-17 22:30:00,04h 30m,2024-07-17 03:00:00,3.8,700.00,16
4283,4284,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Sri Venkateswara Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 22:30:00,05h 00m,2024-07-17 03:30:00,4.7,380.00,21
4284,4285,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,SRI SAI BALAJI TOURS AND TRAVELS,A/C Sleeper (2+1),2024-07-17 22:30:00,04h 30m,2024-07-17 03:00:00,3.0,709.00,19
4285,4286,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Siri Tours and Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 22:35:00,03h 55m,2024-07-17 02:30:00,3.5,444.00,4
4286,4287,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 22:35:00,05h 10m,2024-07-17 03:45:00,4.3,450.00,15
4287,4288,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Bharathi Tours & Travels,NON A/C Hi-Tech (2+2),2024-07-17 22:35:00,05h 10m,2024-07-17 03:45:00,4.3,450.00,35
4288,4289,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Mozo travels,A/C Seater / Sleeper (2+1),2024-07-17 22:40:00,04h 55m,2024-07-17 03:35:00,4.0,550.00,7
4289,4290,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Morning Star Travels,A/C Sleeper (2+1),2024-07-17 22:50:00,04h 20m,2024-07-17 03:10:00,3.8,700.00,8
4290,4291,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Mythri Tours And Travels,A/C Sleeper (2+1),2024-07-17 23:00:00,04h 00m,2024-07-17 03:00:00,4.5,719.00,6
4291,4292,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),2024-07-17 23:30:00,04h 30m,2024-07-17 04:00:00,3.2,450.00,22
4292,4293,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Maa Bankeshwari -Gupta Travels Galaxy,NON A/C Seater / Sleeper (2+2),2024-07-17 19:15:00,05h 15m,2024-07-17 00:30:00,2.8,618.00,47
4293,4294,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,MAHABAHUSRIKVRTRAVELS,A/C Seater / Sleeper (2+1),2024-07-17 19:15:00,02h 00m,2024-07-17 21:15:00,1.4,890.00,44
4294,4295,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Sai Krishna Bus Service,NON A/C Seater / Sleeper (2+2),2024-07-17 21:15:00,03h 45m,2024-07-17 01:00:00,2.0,750.00,55
4295,4296,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,KVR Tours and Travels,A/C Seater / Sleeper (2+1),2024-07-17 21:30:00,06h 10m,2024-07-17 03:40:00,2.7,474.00,25
4296,4297,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,SVN TOURS & TRAVELS,A/C Semi Sleeper / Sleeper (2+1),2024-07-17 21:45:00,06h 10m,2024-07-17 03:55:00,2.8,899.00,25
4297,4298,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Orange Tours And Travels,A/C Sleeper (2+1),2024-07-17 22:00:00,05h 30m,2024-07-17 03:30:00,2.3,700.00,21
4298,4299,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,SVN TOURS & TRAVELS,NON A/C Semi Sleeper / Sleeper (2+1),2024-07-17 22:00:00,05h 30m,2024-07-17 03:30:00,2.8,700.00,27
4299,4300,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 22:20:00,05h 25m,2024-07-17 03:45:00,2.4,410.00,25
4300,4301,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Nani’s Sai Krishna Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 22:20:00,05h 25m,2024-07-17 03:45:00,2.4,399.00,20
4301,4302,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Nani’s Sai Krishna Travels,NON A/C Hi-Tech Push Back (2+2),2024-07-17 22:20:00,04h 40m,2024-07-17 03:00:00,2.4,590.00,23
4302,4303,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Sri Sai Balaji Travels,A/C Sleeper (2+1),2024-07-17 22:30:00,04h 30m,2024-07-17 03:00:00,0.0,799.00,16
4303,4304,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,SVN TOURS & TRAVELS,A/C Semi Sleeper / Sleeper (2+1),2024-07-17 22:30:00,05h 30m,2024-07-17 04:00:00,2.8,750.00,23
4304,4305,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Sri Krishna Travels,A/C Sleeper (2+1),2024-07-17 19:10:00,04h 20m,2024-07-17 23:30:00,3.1,1000.00,13
4305,4306,TSRTC,Hyderabad to Khammam,https://www.redbus.in/bus-tickets/hyderabad-to-khammam,Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),2024-07-17 22:00:00,04h 30m,2024-07-17 02:30:00,3.4,1000.00,15
4306,4307,TSRTC,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 4322,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 19:45:00,12h 15m,2024-07-17 08:00:00,4.1,442.00,27
4307,4308,TSRTC,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1254,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 20:10:00,12h 20m,2024-07-17 08:30:00,4.1,442.00,30
4308,4309,TSRTC,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1280,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 20:45:00,11h 15m,2024-07-17 08:00:00,4.3,442.00,31
4309,4310,TSRTC,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1256,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 21:45:00,10h 50m,2024-07-17 08:35:00,4.1,442.00,21
4310,4311,TSRTC,Hyderabad to Srisailam,https://www.redbus.in/bus-tickets/hyderabad-to-srisailam,TSRTC - 1286,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 22:00:00,10h 30m,2024-07-17 08:30:00,4.2,442.00,27
4311,4312,TSRTC,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7336,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 19:15:00,03h 00m,2024-07-17 22:15:00,3.8,283.00,31
4312,4313,TSRTC,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7382,RAJDHANI (A.C. Semi Sleeper),2024-07-17 20:00:00,02h 50m,2024-07-17 22:50:00,3.8,343.00,27
4313,4314,TSRTC,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7120,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 20:00:00,03h 00m,2024-07-17 23:00:00,3.1,283.00,29
4314,4315,TSRTC,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7302,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 20:40:00,03h 55m,2024-07-17 00:35:00,3.8,283.00,31
4315,4316,TSRTC,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7345,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 21:05:00,03h 05m,2024-07-17 00:10:00,4.5,283.00,28
4316,4317,TSRTC,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7396,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 21:30:00,03h 00m,2024-07-17 00:30:00,4.2,283.00,31
4317,4318,TSRTC,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 77232,Lahari Non A/C Sleeper Cum Seater,2024-07-17 21:30:00,03h 00m,2024-07-17 00:30:00,3.9,283.00,38
4318,4319,TSRTC,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7527,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 22:30:00,03h 15m,2024-07-17 01:45:00,3.9,283.00,13
4319,4320,TSRTC,Karimnagar to Hyderabad,https://www.redbus.in/bus-tickets/karimnagar-to-hyderabad,TSRTC - 7384,RAJDHANI (A.C. Semi Sleeper),2024-07-17 23:15:00,03h 30m,2024-07-17 02:45:00,4.5,343.00,17
4320,4321,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 8115,RAJDHANI (A.C. Semi Sleeper),2024-07-17 19:25:00,04h 40m,2024-07-17 00:05:00,2.7,456.00,29
4321,4322,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 7902,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 19:40:00,05h 40m,2024-07-17 01:20:00,3.5,376.00,30
4322,4323,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 8005,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 21:00:00,06h 00m,2024-07-17 03:00:00,4.0,376.00,31
4323,4324,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 7906,Lahari Non A/C Sleeper Cum Seater,2024-07-17 21:30:00,05h 40m,2024-07-17 03:10:00,4.1,376.00,45
4324,4325,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 7984,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 22:15:00,05h 40m,2024-07-17 03:55:00,4.4,376.00,16
4325,4326,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 7961,Lahari A/C sleeper,2024-07-17 22:30:00,05h 40m,2024-07-17 04:10:00,4.5,456.00,27
4326,4327,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 7979,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 23:00:00,05h 40m,2024-07-17 04:40:00,3.8,376.00,28
4327,4328,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 9455,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 23:30:00,05h 45m,2024-07-17 05:15:00,4.5,376.00,31
4328,4329,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,TSRTC - 7981,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 23:45:00,05h 40m,2024-07-17 05:25:00,4.4,376.00,24
4329,4330,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),2024-07-17 19:20:00,03h 55m,2024-07-17 23:15:00,3.6,630.00,5
4330,4331,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Pooja Travels,A/C Sleeper (2+1),2024-07-17 20:00:00,07h 30m,2024-07-17 03:30:00,3.2,666.00,10
4331,4332,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,New Royal Travels (Raipur),Bharat Benz A/C Sleeper (2+1),2024-07-17 20:00:00,04h 45m,2024-07-17 00:45:00,3.6,945.00,12
4332,4333,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Pooja Travels,A/C Sleeper (2+1),2024-07-17 20:10:00,06h 20m,2024-07-17 02:30:00,3.2,714.00,15
4333,4334,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,New Royal Travels (Raipur),Bharat Benz A/C Sleeper (2+1),2024-07-17 20:30:00,01h 15m,2024-07-17 21:45:00,3.6,1045.00,7
4334,4335,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Pooja Travels,NON A/C Seater (2+2),2024-07-17 21:00:00,05h 00m,2024-07-17 02:00:00,3.2,450.00,18
4335,4336,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Muskan Travels,NON A/C Sleeper (2+1),2024-07-17 21:45:00,05h 45m,2024-07-17 03:30:00,3.6,659.00,30
4336,4337,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Muskan Travels,NON A/C Sleeper (2+1),2024-07-17 21:45:00,05h 45m,2024-07-17 03:30:00,3.6,618.00,32
4337,4338,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Saini Travels Pvt. Ltd.,Volvo Multi Axle Sleeper B11R (2+1),2024-07-17 21:45:00,04h 00m,2024-07-17 01:45:00,3.9,1000.00,13
4338,4339,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Ameena Travels,A/C Sleeper (2+1),2024-07-17 21:50:00,05h 10m,2024-07-17 03:00:00,4.3,665.00,19
4339,4340,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Pooja Travels,NON A/C Sleeper (2+1),2024-07-17 22:00:00,04h 30m,2024-07-17 02:30:00,3.2,600.00,17
4340,4341,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Orange Tours And Travels,A/C Sleeper (2+1),2024-07-17 22:00:00,04h 00m,2024-07-17 02:00:00,3.3,675.00,14
4341,4342,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Lucky travels,A/C Sleeper (2+1),2024-07-17 22:15:00,03h 45m,2024-07-17 02:00:00,3.8,581.00,19
4342,4343,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Savera Tours and Travels,NON A/C Sleeper (2+1),2024-07-17 22:15:00,06h 00m,2024-07-17 04:15:00,3.6,500.00,15
4343,4344,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,MDK TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),2024-07-17 22:30:00,04h 30m,2024-07-17 03:00:00,3.5,339.00,17
4344,4345,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Sitara Travels,NON A/C Airbus (2+2),2024-07-17 22:30:00,05h 45m,2024-07-17 04:15:00,4.1,330.00,37
4345,4346,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Saini Travels Pvt. Ltd.,Volvo 9600 Multi-Axle A/C Sleeper (2+1),2024-07-17 22:30:00,04h 00m,2024-07-17 02:30:00,3.9,1300.00,42
4346,4347,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Sravan Travels,A/C Sleeper (2+1),2024-07-17 21:30:00,08h 00m,2024-07-17 05:30:00,2.1,1388.00,27
4347,4348,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Shri Mahadev (f.d.m),NON A/C Sleeper (2+1),2024-07-17 21:45:00,06h 00m,2024-07-17 03:45:00,1.7,1000.00,32
4348,4349,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Metro Tours and Travels,NON A/C Seater (2+1),2024-07-17 22:15:00,06h 00m,2024-07-17 04:15:00,2.4,550.00,35
4349,4350,TSRTC,Hyderabad to Nirmal,https://www.redbus.in/bus-tickets/hyderabad-to-nirmal,Metro Tours and Travels,NON A/C Sleeper (2+1),2024-07-17 22:15:00,06h 00m,2024-07-17 04:15:00,2.4,488.00,23
4350,4351,TSRTC,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TSRTC - 8180,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 20:00:00,05h 20m,2024-07-17 01:20:00,3.4,429.00,31
4351,4352,TSRTC,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TSRTC - 8032,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 20:30:00,06h 10m,2024-07-17 02:40:00,1.8,429.00,31
4352,4353,TSRTC,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TSRTC - 8067,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 21:00:00,06h 25m,2024-07-17 03:25:00,3.7,429.00,17
4353,4354,TSRTC,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TSRTC - 8042,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 21:20:00,06h 15m,2024-07-17 03:35:00,3.8,429.00,22
4354,4355,TSRTC,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TSRTC - 8053,Lahari A/C sleeper,2024-07-17 21:30:00,06h 30m,2024-07-17 04:00:00,3.4,520.00,31
4355,4356,TSRTC,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TSRTC - 8040,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 21:45:00,06h 15m,2024-07-17 04:00:00,3.8,429.00,31
4356,4357,TSRTC,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TSRTC - 8011,RAJDHANI (A.C. Semi Sleeper),2024-07-17 21:45:00,05h 20m,2024-07-17 03:05:00,3.2,520.00,26
4357,4358,TSRTC,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TSRTC - 8194,Lahari A/C sleeper,2024-07-17 22:00:00,06h 10m,2024-07-17 04:10:00,4.3,520.00,37
4358,4359,TSRTC,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TSRTC - 77223,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 22:30:00,05h 55m,2024-07-17 04:25:00,3.8,447.00,6
4359,4360,TSRTC,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TSRTC - 8038,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 23:00:00,06h 10m,2024-07-17 05:10:00,4.5,429.00,31
4360,4361,TSRTC,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TSRTC - 8057,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 23:15:00,06h 25m,2024-07-17 05:40:00,4.4,429.00,19
4361,4362,TSRTC,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TSRTC - 8135,Lahari A/C sleeper,2024-07-17 23:30:00,06h 10m,2024-07-17 05:40:00,4.4,520.00,33
4362,4363,TSRTC,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,TSRTC - 8171,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",2024-07-17 23:45:00,06h 10m,2024-07-17 05:55:00,4.8,429.00,22
4363,4364,TSRTC,Hyderabad to Mancherial,https://www.redbus.in/bus-tickets/hyderabad-to-mancherial,DNR Express,AC Sleeper (2+1),2024-07-17 21:30:00,04h 30m,2024-07-17 02:00:00,2.0,749.00,21
4364,4365,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Orange Tours And Travels,A/C Sleeper (2+1),2024-07-17 20:25:00,07h 20m,2024-07-17 03:45:00,4.0,675.00,11
4365,4366,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Muskan Travels,NON A/C Semi Sleeper (2+2),2024-07-17 21:30:00,08h 30m,2024-07-17 06:00:00,3.5,330.00,11
4366,4367,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,MDK TOURS AND TRAVELS,Non A/C Seater / Sleeper (2+1),2024-07-17 22:00:00,07h 30m,2024-07-17 05:30:00,3.4,339.00,16
4367,4368,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,SRS Travels,Scania Multi-Axle AC Semi Sleeper (2+2),2024-07-17 22:00:00,05h 30m,2024-07-17 03:30:00,3.6,700.00,33
4368,4369,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Pooja Travels,A/C Sleeper (2+1),2024-07-17 20:10:00,08h 25m,2024-07-17 04:35:00,3.1,714.00,15
4369,4370,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Pooja Travels,NON A/C Sleeper (2+1),2024-07-17 20:10:00,09h 30m,2024-07-17 05:40:00,3.0,600.00,17
4370,4371,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Metro Tours and Travels,NON A/C Seater (2+1),2024-07-17 22:15:00,07h 00m,2024-07-17 05:15:00,3.3,550.00,35
4371,4372,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Vijayant Travels,A/C Sleeper (2+1),2024-07-17 21:00:00,06h 15m,2024-07-17 03:15:00,3.9,800.00,17
4372,4373,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Lucky travels,A/C Sleeper (2+1),2024-07-17 22:15:00,07h 45m,2024-07-17 06:00:00,3.1,490.00,18
4373,4374,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,New Royal Travels (Raipur),Bharat Benz A/C Sleeper (2+1),2024-07-17 20:00:00,06h 00m,2024-07-17 02:00:00,3.7,945.00,12
4374,4375,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Metro Tours and Travels,NON A/C Sleeper (2+1),2024-07-17 22:15:00,07h 00m,2024-07-17 05:15:00,3.1,488.00,15
4375,4376,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,S.M Travel & logistics,NON A/C Sleeper (2+1),2024-07-17 21:00:00,06h 30m,2024-07-17 03:30:00,3.7,600.00,17
4376,4377,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Sai Kaleshwari Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 21:00:00,04h 00m,2024-07-17 01:00:00,3.0,499.00,28
4377,4378,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Sai Kaleshwari Travels,Non A/C Seater / Sleeper (2+1),2024-07-17 21:00:00,04h 00m,2024-07-17 01:00:00,3.0,499.00,29
4378,4379,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Sahara Tours and Travels,A/C Sleeper (2+1),2024-07-17 22:30:00,06h 15m,2024-07-17 04:45:00,3.8,600.00,9
4379,4380,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Sahara Tours and Travels,Non AC Seater (2+2),2024-07-17 22:00:00,06h 30m,2024-07-17 04:30:00,3.6,400.00,7
4380,4381,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Savera Tours and Travels,NON A/C Sleeper (2+1),2024-07-17 22:15:00,07h 15m,2024-07-17 05:30:00,3.6,500.00,10
4381,4382,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Orange Tours And Travels,Volvo Multi-Axle Sleeper A/C (2+1),2024-07-17 23:30:00,05h 15m,2024-07-17 04:45:00,3.0,810.00,7
4382,4383,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Saini Travels Pvt. Ltd.,Volvo 9600 Multi-Axle A/C Sleeper (2+1),2024-07-17 20:15:00,07h 15m,2024-07-17 03:30:00,3.9,1000.00,5
4383,4384,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Saini Travels Pvt. Ltd.,Volvo Multi Axle Sleeper B11R (2+1),2024-07-17 19:50:00,06h 55m,2024-07-17 02:45:00,3.9,904.00,8
4384,4385,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Saini Travels Pvt. Ltd.,AC Sleeper (2+1),2024-07-17 20:15:00,07h 00m,2024-07-17 03:15:00,3.9,809.00,3
4385,4386,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,New Royal Travels (Raipur),Bharat Benz A/C Sleeper (2+1),2024-07-17 20:30:00,02h 30m,2024-07-17 23:00:00,3.7,1045.00,7
4386,4387,TSRTC,Hyderabad to Adilabad,https://www.redbus.in/bus-tickets/hyderabad-to-adilabad,Pooja Travels,NON A/C Seater (2+2),2024-07-17 21:00:00,08h 10m,2024-07-17 05:10:00,1.7,450.00,14
