,ID,state,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
0,1,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Kadamba Transport Corporation Limited (KTCL) - 89821,A/C Sleeper (2+1),2024-07-12 19:15:00,10h 35m,2024-07-12 05:50:00,3.8,800.00,10
1,2,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Atmaram Gobus,VE A/C Sleeper (2+1),2024-07-12 22:30:00,10h 15m,2024-07-12 08:45:00,4.6,606.00,7
2,3,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Ashray Travels,Bharat Benz A/C Sleeper (2+1),2024-07-12 21:00:00,11h 30m,2024-07-12 08:30:00,4.6,693.00,8
3,4,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Atmaram Gobus,VE A/C Sleeper (2+1),2024-07-12 21:00:00,10h 30m,2024-07-12 07:30:00,4.4,555.00,9
4,5,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Ashray Vip Yellows,A/C Sleeper (2+1),2024-07-12 20:30:00,11h 30m,2024-07-12 08:00:00,4.4,648.00,16
5,6,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),2024-07-12 21:45:00,10h 50m,2024-07-12 08:35:00,4.5,498.00,13
6,7,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Ashray Amrutyog,A/C Sleeper (2+1),2024-07-12 22:00:00,11h 30m,2024-07-12 09:30:00,4.5,647.00,13
7,8,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),2024-07-12 23:00:00,11h 00m,2024-07-12 10:00:00,4.3,540.00,3
8,9,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Ashray Travels,Non A/C Seater / Sleeper (2+1),2024-07-12 21:15:00,10h 30m,2024-07-12 07:45:00,4.5,400.00,22
9,10,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Indumati Travels,A/C Sleeper (2+1),2024-07-12 22:20:00,10h 10m,2024-07-12 08:30:00,4.2,570.00,11
10,11,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),2024-07-12 20:00:00,11h 15m,2024-07-12 07:15:00,4.3,399.00,13
11,12,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Atmaram Gobus,NON A/C Sleeper (2+1),2024-07-12 20:30:00,10h 30m,2024-07-12 07:00:00,4.3,399.00,11
12,13,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Ashray Divine,NON A/C Sleeper (1+2),2024-07-12 19:45:00,11h 00m,2024-07-12 06:45:00,4.1,554.00,17
13,14,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,IntrCity SmartBus,AC Sleeper (2+1),2024-07-12 21:00:00,10h 40m,2024-07-12 07:40:00,4.1,719.00,5
14,15,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,KVT Narmada Benz,Bharat Benz A/C Sleeper (2+1),2024-07-12 22:05:00,09h 56m,2024-07-12 08:01:00,4.1,700.00,16
15,16,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Humsafar Travels,A/C Sleeper (2+1),2024-07-12 22:50:00,10h 40m,2024-07-12 09:30:00,4.0,1050.00,19
16,17,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Prasanna - Purple Bus,Volvo A/C Sleeper (2+1),2024-07-12 21:45:00,11h 00m,2024-07-12 08:45:00,4.2,1020.00,6
17,18,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Shreyash Travels,Bharat Benz A/C Sleeper (2+1),2024-07-12 21:45:00,10h 45m,2024-07-12 08:30:00,3.9,545.00,10
18,19,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,IntrCity SmartBus,AC Sleeper (2+1),2024-07-12 21:55:00,10h 25m,2024-07-12 08:20:00,3.9,600.00,6
19,20,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Prasanna - Purple Bus,VE A/C Sleeper (2+1),2024-07-12 22:15:00,11h 15m,2024-07-12 09:30:00,4.2,1020.00,15
20,21,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Ashray Grand,Volvo Multi-Axle A/C Sleeper (2+1),2024-07-12 23:05:00,10h 25m,2024-07-12 09:30:00,4.1,740.00,12
21,22,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Dolphin Travel House (37),Bharat Benz A/C Sleeper (2+1),2024-07-12 20:15:00,10h 15m,2024-07-12 06:30:00,3.9,910.00,9
22,23,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,IntrCity SmartBus,AC Sleeper (2+1),2024-07-12 21:35:00,10h 40m,2024-07-12 08:15:00,3.9,452.00,11
23,24,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Prasanna - Purple Bus,VE A/C Sleeper (2+1),2024-07-12 22:30:00,11h 00m,2024-07-12 09:30:00,4.2,920.00,21
24,25,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Ashray National Express,NON A/C Sleeper (2+1),2024-07-12 20:00:00,10h 45m,2024-07-12 06:45:00,4.2,554.00,14
25,26,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Rajdhani Travels Corporation,Volvo A/C Seater / Sleeper (2+1),2024-07-12 23:15:00,10h 20m,2024-07-12 09:35:00,4.0,699.00,17
26,27,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Traveltime Travels (St.Christopher),Non AC Seater (2+2),2024-07-12 20:30:00,11h 00m,2024-07-12 07:30:00,3.3,350.00,21
27,28,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Laxmi Queen Prime,A/C Sleeper (2+1),2024-07-12 20:30:00,11h 00m,2024-07-12 07:30:00,3.8,699.00,16
28,29,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,KVT Narmada Benz,Bharat Benz A/C Sleeper (2+1),2024-07-12 22:00:00,10h 00m,2024-07-12 08:00:00,4.8,700.00,16
29,30,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Abhishek Vishal Travels,NON A/C Push Back (2+2),2024-07-12 21:25:00,09h 45m,2024-07-12 07:10:00,3.2,500.00,29
30,31,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Dolphin Travel House (38),Bharat Benz A/C Sleeper (2+1),2024-07-12 22:45:00,10h 15m,2024-07-12 09:00:00,3.7,660.00,19
31,32,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Dolphin Travel House (39),A/C Sleeper (2+1),2024-07-12 22:30:00,10h 45m,2024-07-12 09:15:00,3.1,660.00,16
32,33,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Dolphin travel house,A/C Sleeper (2+1),2024-07-12 23:45:00,11h 00m,2024-07-12 10:45:00,2.9,660.00,19
33,34,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Atmaram Manish Travels,NON A/C Hi-Tech (2+2),2024-07-12 21:00:00,10h 30m,2024-07-12 07:30:00,2.4,463.00,27
34,35,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Humsafar Travels,A/C Sleeper (2+1),2024-07-12 22:15:00,10h 45m,2024-07-12 09:00:00,3.4,1050.00,19
35,36,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Abhishek Vishal Travels (Samarth),A/C Sleeper (2+1),2024-07-12 23:25:00,09h 45m,2024-07-12 09:10:00,3.6,650.00,25
36,37,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Traveltime Travels (St.Christopher),Non AC Seater (2+2),2024-07-12 20:30:00,11h 00m,2024-07-12 07:30:00,3.4,350.00,20
37,38,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Anand Travels,NON A/C Sleeper (2+1),2024-07-12 21:30:00,12h 00m,2024-07-12 09:30:00,3.4,549.00,15
38,39,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Abhishek Vishal Travels (Samarth),A/C Sleeper (2+1),2024-07-12 23:10:00,09h 45m,2024-07-12 08:55:00,3.2,599.00,23
39,40,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,Hans Travels (I) Private Limited,A/C Sleeper (2+1),2024-07-12 23:59:00,12h 15m,2024-07-12 12:14:00,2.4,1000.00,24
40,41,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,KOKAN TOURS & TRAVELS,NON A/C Seater Push Back (2+2),2024-07-12 21:00:00,11h 45m,2024-07-12 08:45:00,3.0,3000.00,27
41,42,KTCL,Pune to Goa,https://www.redbus.in/bus-tickets/pune-to-goa,VRL Travels,A/C Sleeper (2+1),2024-07-12 23:30:00,10h 15m,2024-07-12 09:45:00,3.2,800.00,16
42,43,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Kadamba Transport Corporation Limited (KTCL) - 89820,A/C Sleeper (2+1),2024-07-12 19:00:00,12h 00m,2024-07-12 07:00:00,3.2,700.00,14
43,44,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Gobus,VE A/C Sleeper (2+1),2024-07-12 21:32:00,08h 50m,2024-07-12 06:22:00,4.8,699.00,12
44,45,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Gobus,VE A/C Sleeper (2+1),2024-07-12 22:30:00,10h 40m,2024-07-12 09:10:00,4.8,555.00,18
45,46,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,IntrCity SmartBus,AC Sleeper (2+1),2024-07-12 19:30:00,10h 05m,2024-07-12 05:35:00,4.6,600.00,4
46,47,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Ashray Travels,Bharat Benz A/C Sleeper (2+1),2024-07-12 22:30:00,11h 30m,2024-07-12 10:00:00,4.5,546.00,21
47,48,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels(M.Dev),A/C Sleeper (2+1),2024-07-12 22:00:00,09h 45m,2024-07-12 07:45:00,4.6,799.00,26
48,49,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,IntrCity SmartBus,AC Sleeper (2+1),2024-07-12 21:00:00,10h 05m,2024-07-12 07:05:00,4.4,606.00,11
49,50,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,IntrCity SmartBus,AC Sleeper (2+1),2024-07-12 18:30:00,10h 55m,2024-07-12 05:25:00,4.4,650.00,4
50,51,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),2024-07-12 21:35:00,12h 55m,2024-07-12 10:30:00,4.4,567.00,19
51,52,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Laxmi-Princess Nova,Non A/C Seater / Sleeper (2+1),2024-07-12 19:00:00,11h 30m,2024-07-12 06:30:00,4.4,399.00,9
52,53,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Gobus,NON A/C Sleeper (2+1),2024-07-12 20:01:00,10h 30m,2024-07-12 06:31:00,4.3,555.00,8
53,54,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Ashray Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),2024-07-12 21:00:00,10h 15m,2024-07-12 07:15:00,4.2,554.00,25
54,55,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Giroba Travels (Shree),A/C Sleeper (2+1),2024-07-12 18:01:00,11h 44m,2024-07-12 05:45:00,0.0,2500.00,29
55,56,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Giroba Travels (ST.Christopher),Non AC Seater (2+2),2024-07-12 18:00:00,11h 30m,2024-07-12 05:30:00,0.0,350.00,28
56,57,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Amrutyog Travels,A/C Sleeper (2+1),2024-07-12 19:00:00,11h 22m,2024-07-12 06:22:00,4.3,555.00,19
57,58,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Ashray Travels,Non A/C Seater / Sleeper (2+1),2024-07-12 20:00:00,13h 00m,2024-07-12 09:00:00,4.3,350.00,37
58,59,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),2024-07-12 18:10:00,11h 10m,2024-07-12 05:20:00,4.5,568.00,1
59,60,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Prasanna Purple Big Bus,A/C Sleeper (2+1),2024-07-12 22:00:00,09h 30m,2024-07-12 07:30:00,4.2,770.00,14
60,61,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels(KVT Narmada Red),Bharat Benz A/C Sleeper (2+1),2024-07-12 21:16:00,10h 15m,2024-07-12 07:31:00,4.1,555.00,9
61,62,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Rajdhani Travels Corporation,VE A/C Sleeper (2+1),2024-07-12 18:00:00,12h 10m,2024-07-12 06:10:00,4.3,849.00,9
62,63,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Zingbus Plus,VE A/C Sleeper (2+1),2024-07-12 20:25:00,10h 50m,2024-07-12 07:15:00,4.7,584.00,13
63,64,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Indumati Travels,A/C Sleeper (2+1),2024-07-12 21:00:00,10h 00m,2024-07-12 07:00:00,4.0,475.00,14
64,65,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Prasanna - Purple Bus,VE A/C Sleeper (2+1),2024-07-12 17:00:00,12h 00m,2024-07-12 05:00:00,4.0,770.00,16
65,66,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels ( Ashray ),A/C Sleeper (2+1),2024-07-12 20:05:00,10h 15m,2024-07-12 06:20:00,3.9,399.00,15
66,67,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Prasanna - Purple Bus,VE A/C Sleeper (2+1),2024-07-12 18:00:00,12h 15m,2024-07-12 06:15:00,3.9,770.00,25
67,68,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels (Humsafar),Bharat Benz A/C Sleeper (2+1),2024-07-12 19:30:00,09h 30m,2024-07-12 05:00:00,3.8,601.00,20
68,69,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels (Shreyas),Bharat Benz A/C Sleeper (2+1),2024-07-12 20:03:00,09h 45m,2024-07-12 05:48:00,3.9,5000.00,24
69,70,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,"National Travels,Goa",NON A/C Sleeper (2+1),2024-07-12 19:00:00,11h 20m,2024-07-12 06:20:00,4.6,499.00,17
70,71,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Laxmi Queen Asta,A/C Sleeper (2+1),2024-07-12 20:30:00,10h 30m,2024-07-12 07:00:00,4.0,699.00,19
71,72,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels ( Dolphin ),A/C Sleeper (2+1),2024-07-12 16:40:00,11h 15m,2024-07-12 03:55:00,3.9,808.00,8
72,73,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Gobus,NON A/C Sleeper (2+1),2024-07-12 21:02:00,10h 30m,2024-07-12 07:32:00,4.7,505.00,13
73,74,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels ( Dolphin ),A/C Sleeper (2+1),2024-07-12 17:00:00,11h 30m,2024-07-12 04:30:00,3.8,699.00,21
74,75,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels ( Dolphin ),AC Sleeper (2+1),2024-07-12 18:30:00,11h 00m,2024-07-12 05:30:00,3.7,699.00,17
75,76,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,VAILANKANNI TRAVELS,VE A/C Sleeper (2+1),2024-07-12 18:30:00,10h 30m,2024-07-12 05:00:00,3.4,650.00,23
76,77,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Ashray Travels,Volvo Multi-Axle A/C Sleeper (2+1),2024-07-12 20:00:00,12h 05m,2024-07-12 08:05:00,3.7,2775.00,33
77,78,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels (Unity),A/C Sleeper (2+1),2024-07-12 20:00:00,10h 30m,2024-07-12 06:30:00,3.8,650.00,23
78,79,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels ( Gogte ),NON A/C Sleeper (2+1),2024-07-12 21:15:00,10h 30m,2024-07-12 07:45:00,3.5,5000.00,36
79,80,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Laxmi Queen Grand,A/C Sleeper (2+1),2024-07-12 21:00:00,11h 00m,2024-07-12 08:00:00,3.5,699.00,12
80,81,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Shreyash Travels,A/C Sleeper (2+1),2024-07-12 20:00:00,10h 00m,2024-07-12 06:00:00,4.2,477.00,17
81,82,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Atmaram Travels Goa,A/C Sleeper (2+1),2024-07-12 19:00:00,11h 00m,2024-07-12 06:00:00,4.3,650.00,22
82,83,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,PSR Travels Goa,A/C Sleeper (2+1),2024-07-12 19:15:00,10h 00m,2024-07-12 05:15:00,3.7,699.00,22
83,84,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Jolly Tours and Travels,VE A/C Sleeper (2+1),2024-07-12 17:30:00,11h 15m,2024-07-12 04:45:00,3.5,1439.00,9
84,85,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Sai Travels - Shree Sai,NON A/C Push Back (2+2),2024-07-12 17:30:00,11h 30m,2024-07-12 05:00:00,3.2,5000.00,45
85,86,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Manish Travels,NON A/C Seater (2+2),2024-07-12 16:45:00,12h 50m,2024-07-12 05:35:00,2.8,2000.00,32
86,87,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Manish Roshan Travels,A/C Sleeper (2+1),2024-07-12 19:00:00,11h 30m,2024-07-12 06:30:00,3.6,750.00,30
87,88,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,Manish Travels,A/C Seater / Sleeper (2+1),2024-07-12 16:45:00,11h 15m,2024-07-12 04:00:00,2.2,700.00,26
88,89,KTCL,Goa to Pune,https://www.redbus.in/bus-tickets/goa-to-pune,SIDDHANTH TRANSPORT,A/C Seater Push Back (2+2),2024-07-12 17:00:00,10h 55m,2024-07-12 03:55:00,4.3,5000.00,49
89,90,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Kadamba Transport Corporation Limited (KTCL) - 131847,Volvo AC Seater Pushback 2+2,2024-07-12 17:00:00,13h 00m,2024-07-12 06:00:00,3.7,700.00,23
90,91,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Zingbus Plus,VE A/C Sleeper (2+1),2024-07-12 20:00:00,16h 25m,2024-07-12 12:25:00,4.7,491.00,5
91,92,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Zingbus Plus,Bharat Benz A/C Sleeper (2+1),2024-07-12 17:00:00,17h 00m,2024-07-12 10:00:00,4.5,515.00,3
92,93,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Rajdhani Travels Corporation,Volvo A/C Seater / Sleeper (2+1),2024-07-12 19:55:00,13h 40m,2024-07-12 09:35:00,4.4,699.00,17
93,94,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,IntrCity SmartBus,AC Sleeper (2+1),2024-07-12 17:00:00,15h 15m,2024-07-12 08:15:00,4.3,600.00,9
94,95,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Dolphin Travel House (37),Bharat Benz A/C Sleeper (2+1),2024-07-12 16:55:00,13h 35m,2024-07-12 06:30:00,4.3,910.00,9
95,96,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,IntrCity SmartBus,AC Sleeper (2+1),2024-07-12 17:15:00,15h 05m,2024-07-12 08:20:00,4.2,600.00,6
96,97,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,AdDolphin travel house,A/C Sleeper (2+1),2024-07-12 17:45:00,17h 00m,2024-07-12 10:45:00,3.5,810.00,19
97,98,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Dolphin Travel House (38),Bharat Benz A/C Sleeper (2+1),2024-07-12 16:40:00,16h 20m,2024-07-12 09:00:00,4.3,810.00,15
98,99,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mascot Travels(M.Dev),A/C Sleeper (2+1),2024-07-12 17:30:00,17h 15m,2024-07-12 10:45:00,4.0,585.00,20
99,100,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,IntrCity SmartBus,AC Sleeper (2+1),2024-07-12 20:55:00,13h 50m,2024-07-12 10:45:00,3.9,606.00,7
100,101,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,GANESH PRASAD TRAVELS,A/C Seater (2+2),2024-07-12 21:00:00,13h 55m,2024-07-12 10:55:00,0.0,2500.00,49
101,102,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,GANESH PRASAD TRAVELS,NON A/C Seater (2+2),2024-07-12 20:00:00,13h 55m,2024-07-12 09:55:00,0.0,2500.00,49
102,103,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Konkan Travels National,NON A/C Sleeper (2+1),2024-07-12 19:25:00,14h 20m,2024-07-12 09:45:00,3.9,462.00,19
103,104,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Global Travel Agency (GTA),A/C Sleeper (2+1),2024-07-12 17:50:00,17h 45m,2024-07-12 11:35:00,3.9,650.00,19
104,105,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Konkan Travels National,A/C Sleeper (2+1),2024-07-12 18:00:00,16h 55m,2024-07-12 10:55:00,3.8,600.00,19
105,106,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Shubham Vailankanni Travels,VE A/C Sleeper (2+1),2024-07-12 20:30:00,15h 35m,2024-07-12 12:05:00,3.4,800.00,20
106,107,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Jolly Tours and Travels,VE A/C Sleeper (2+1),2024-07-12 18:35:00,12h 30m,2024-07-12 07:05:00,3.9,1040.00,3
107,108,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Abhishek Vishal Travels,NON A/C Push Back (2+2),2024-07-12 16:50:00,14h 20m,2024-07-12 07:10:00,3.0,500.00,29
108,109,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Dolphin Travel House (39),A/C Sleeper (2+1),2024-07-12 16:45:00,16h 30m,2024-07-12 09:15:00,2.9,810.00,16
109,110,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Shubham Saijyoti Travels,A/C Sleeper (2+1),2024-07-12 21:25:00,14h 05m,2024-07-12 11:30:00,3.6,700.00,18
110,111,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Dolphin travel house,A/C Sleeper (2+1),2024-07-12 20:45:00,15h 45m,2024-07-12 12:30:00,3.5,850.00,22
111,112,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Atmaram Manish Travels,NON A/C Hi-Tech (2+2),2024-07-12 16:45:00,14h 45m,2024-07-12 07:30:00,2.6,463.00,26
112,113,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Abhishek Vishal Travels (Samarth),A/C Sleeper (2+1),2024-07-12 16:50:00,16h 20m,2024-07-12 09:10:00,3.5,650.00,25
113,114,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Mascot Travels(M.Dev),A/C Sleeper (2+1),2024-07-12 19:00:00,17h 00m,2024-07-12 12:00:00,4.6,539.00,16
114,115,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Roshan Travels - Humrahi,A/C Sleeper (2+1),2024-07-12 18:00:00,16h 30m,2024-07-12 10:30:00,2.1,649.00,20
115,116,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Naik Tours And Travels,NON A/C Sleeper (2+1),2024-07-12 16:50:00,13h 40m,2024-07-12 06:30:00,1.4,600.00,16
116,117,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Anand Travels,NON A/C Sleeper (2+1),2024-07-12 16:50:00,16h 40m,2024-07-12 09:30:00,3.2,549.00,15
117,118,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Abhishek Vishal Travels (Samarth),A/C Sleeper (2+1),2024-07-12 16:45:00,16h 10m,2024-07-12 08:55:00,3.2,599.00,23
118,119,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Atmaram Travels,A/C Seater / Sleeper (2+1),2024-07-12 20:00:00,15h 00m,2024-07-12 11:00:00,2.8,630.00,19
119,120,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Naik Tours And Travels,AC Seater (2+2),2024-07-12 22:00:00,12h 00m,2024-07-12 10:00:00,1.6,900.00,39
120,121,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Atmaram Travels,A/C Seater / Sleeper (2+1),2024-07-12 16:45:00,16h 15m,2024-07-12 09:00:00,2.5,810.00,20
121,122,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Global Travel Agency (GTA),A/C Sleeper (2+1),2024-07-12 18:30:00,17h 45m,2024-07-12 12:15:00,3.6,700.00,16
122,123,KTCL,Mumbai to Goa,https://www.redbus.in/bus-tickets/mumbai-to-goa,Konkan Travels National,A/C Sleeper (2+1),2024-07-12 19:25:00,14h 20m,2024-07-12 09:45:00,3.5,699.00,17
